Column1,Customer Name,Date,Reviews,คอลัมน์1,หัวข้อ
27,วิกันดา, - 7/12/2022 20:47:02,โทรบอกให้รอของ ได้แน่วันนี้ รอ3 ชั่วโมงโทรบอกไม่ได้ ห่างจากที่อยู่แค่ 500 เมตร ไม่ยอมมาส่ง ทำไมนิสัยแย่แบบนี้ ขนส่งสารหทัยราษฎร์,neg,การบริการ
28,สาวิตรี อยู่สมบูรณ์, - 7/12/2022 6:58:58,เเย่มากรอของเป็นอาทิตย์ ไหนว่าส่งพัสดุเซ็นรับเรียบร้อยเเล้วไงไม่เห็นจะมีสักอย่าง ผู้ส่งพัสดุโทรมาครั้งเเรกบอกของตีกลับเดี๋ยวจะนำส่งให้ตอนไกลๆจะดึก โทรมารอบสองบอกอยู่ข้างหน้าร้านเเล้ว บอกให้เดินมายืนหน้าร้านเเต่พอออกไปยืนรอไม่มีใครสักคน พอโทรกลับไม่รับซะอีก เฮงซวยมาก,neg,การบริการ
35,ไม่พอใจ มาก, - 7/2/2022 12:47:08,แย่มาก ส่งของไม่ถึงเจ้าของไว้บ้านใครก็ไม่รู้จนวันนี้ยังไม่ได้ของ รหัสพนง.83097 เอกรินทร์ ทิพย์มณี,neg,การบริการ
36,อนุชน สุดวังยาง, - 7/1/2022 18:58:19,แย่มาก ช้ามาก ติดต่อไม่ได้ นำจ่ายพัสดุ 3 วันละ ค้างอยู่ที่พนักงานขนส่ง 0641563180 โทรไม่เคยรับ ไม่โทรกลับ มีตัดสายทิ้งอีก เทียบกับบริการขนส่งของบริษัทอื่น คือควรเปลี่ยนเป็นชื่อเป็น slow express น่าจะดีกว่านะ,neg,การบริการ
47,บิ๊ก, - 6/16/2022 19:39:18,ติดต่อไม่ได้สักทีทั้งๆของมาถึงแล้ว,neg,การบริการ
48,อาจารย์โต๊ง , - 6/16/2022 14:55:19,"พัสดุเลขที่ TH01022XCYSZ0A ส่งจากเขตทวีวัฒนา กรุงเทพฯ มาเขตคลองสาน ตั้งแต่ 130665:20 น วันนี้ 160665:14.50 น สถานะของยังดองอยู่ที่ ศูนย์บางมด 2BMO_BDC-บางมด โทร 096 9392093 โทรไปก็ไม่ติด
โทร 02 168 2111 ก็สายวุ่นวายให้นั่งฟังอยู่นั่น .... ห่วยสุดแล้ว บริการขนส่งเจ้านี้ อย่าเห็นแก่ถูก นะ",neg,การบริการ
111,นาที, - 11/15/2021 14:28:43,แย่สุดๆๆๆๆๆ  เท่าที่เตยเจอมา,neg,การบริการ
112,Nattapon, - 11/15/2021 12:00:44,ส่งของได้แย่มากๆ ไม่สนใจเวลาของลูกค้า ว่าของจะเสียหายหรือป่าว,neg,การบริการ
113,แย่มากๆ, - 11/7/2021 16:27:28,เป็นบริษัทเอกชนมที่แย่ที่สุดเท่าที่ใช้บริการมา,neg,การบริการ
125,พัฒน์, - 10/8/2021 14:43:22,ทำไมไม่โทรแจ้งว่าเอาของมาส่ง ถ้าจ่ายเงินก่อนก็เป็นแบบนี้แหละ  ถ้าเก็บเงินปลายทางนี้โทรจัง ควรแก้ไขด้วย จะได้รู้ว่าส่งตอนไหน,neg,การบริการ
126,แบม, - 10/1/2021 7:55:17,ส่งของผิดควรรับผิดชอบไม่ให้ลูกค้าตามเองรับผิดชอบเองมันดูไม่เป็นมืออาชีพนะคะวินค้าของลูกค้าคือหัวใจของการขนส่งไม่ใช่หรอคะถ้าไม่มีสินค้าส่งจากแม่ค้าหรือคนอื่นๆก็ไม่มีการขนส่ง,neg,การบริการ
137,นาย จักรินทร์ จันทวัต, - 9/15/2021 16:13:18,ส่งของห่วย ของมาถึงสองวันแล้วยังไม่มีการติดต่อหรืออะไร ยังไม่ส่งของไห้ โทรไปก็ไม่รับ ไม่มีการรับผิดชอบอะไรเลยสักอย่างห่วยมาก,neg,การบริการ
139,MOM, - 9/14/2021 11:54:22,บริการช้ามาก โทรติดตามพัสดุไม่ได้ความสะดวก ปลายทางไม่ค่อยรับสาย,neg,การบริการ
141,เนขำ, - 9/10/2021 14:30:42,ช้า,neg,การบริการ
150,นายนิรุต ศรีมีชัย, - 9/7/2021 16:14:27,ยังไม่ได้รับของแต่มีคนเซ็นรับแล้ว,neg,การบริการ
152,toom, - 9/7/2021 15:07:17,การบริการยังใช้ไม่ได้ พัสดุบางอย่างมีระยะเวลาที่อยู่ในกล่อง,neg,การบริการ
220,เมธาพร, - 8/31/2021 13:25:01,ควรมีskillในการส่งของมากกว่านี้,neg,การบริการ
241,ไหม, - 8/30/2021 9:54:56,ของก็ไม่รับ อยู่ดีๆก็ไปใก้คนอื่นเฉยทั้งๆที่ชื่อที่อยู่ก็ไม่ไช่ ทำงานได้เหี้ยมาก,neg,การบริการ
242,สมถวิล, - 8/30/2021 8:29:09,ส่งสินค้าผิดบ้านและไม่โทรหาก่อนส่งสินค้าและตอนนี้ยังไม่ได้รับเลย,neg,การบริการ
255,Yyy, - 8/28/2021 2:17:19,ส่งของแย่มาก,neg,การบริการ
301,มยุรี, - 8/24/2021 12:52:31,แย่มากติดต่อไปไม่มีผู้รับสายพอมีผู้รับสายบอกจะติดต่อกลับก็ไม่ติดต่อ (สาขาบางกระสอ) โทรกลับไปอีกทีก็ไม่รับสายและตัดสายทิ้งตามงานเป็นสองอาทิตย์ (13 สิงหา) วันนี้ 24 สิงหา ยังไม่ได้รับคำตอบ,neg,การบริการ
310,ตุ่น, - 8/22/2021 15:24:38,ยังไม่ได้รับสินค้ายังไม่มีใครโทรติดต่อมาเลย มาบอกว่าลูกค้าเลื่อนส่งใช้ไม่ได้,neg,การบริการ
315,ปอ, - 8/22/2021 13:29:43,น่าให้เบอร์โทรติดต่อกลับพนักงานส่งของด้วยครับ,neg,การบริการ
354,เพียรเพ็ญ, - 8/17/2021 22:58:27,จะส่งหรือไม่ส่งอย่างไรน่าจะแจ้งลูกค้าบ้างนะค่ะ,neg,การบริการ
430,เบญญทิพย์, - 8/2/2021 6:20:45,แย่มา,neg,การบริการ
456,อังศุมาลิน, - 7/29/2021 9:35:00,ประทับใจบริการของแฟลช ทุกครั้งที่ใช้บริการ ยกเว้นครั้งนี้ค่ะ,neg,การบริการ
475,นาวิน, - 7/26/2021 21:10:20,แย่,neg,การบริการ
492,App, - 7/25/2021 16:40:14,ไม่โทรแจ้ง เมื่อมีของมาส่ง,neg,การบริการ
501,สุพัตรา ชีพธำรง, - 7/24/2021 16:15:24,พัฒนาโดยด่วนค่ะ,neg,การบริการ
503,kan, - 7/24/2021 12:44:26,การขนส่งแย่มากๆ ค่ะ,neg,การบริการ
505,รุ่งอรุณ, - 7/24/2021 10:39:42,แย่มากถึงมากที่สุด????????????,neg,การบริการ
511,พรประเสริฐ, - 7/23/2021 17:41:28,ห่วยมาก,neg,การบริการ
512,พรประเสริฐ, - 7/23/2021 17:36:00,ควรปรับปรุงอย่างมากกกกกกกด,neg,การบริการ
522,แตงโม, - 7/23/2021 6:29:36,มีปัญหาไม่ออกมาชี้แจ้งให้ชัด หาคนรับผิดไม่ได้ติดต่อไปก็ไม่มีคนรับ,neg,การบริการ
523,ไชโย, - 7/23/2021 5:47:46,แย่,neg,การบริการ
540,Meaw, - 7/22/2021 6:02:35,ไม่มีมาตราฐานในการส่งของเลย ช้าไม่ว่าแจ้งลูกค้าหน่อยก็ได้ไม่มีสักอย่าง แย่มากขนส่งแบบนี้ ของวกไปวนมา กทม-บางพลี  กทม-พานทอง คืองงกับขนส่ง,neg,การบริการ
544,ภัตวิภา, - 7/21/2021 16:30:04,โทรติดต่อคนนำมาส่งไม่ได้เลยค่ะ,neg,การบริการ
575,ยศวร, - 7/19/2021 14:45:15,แย่มาก,neg,การบริการ
620,พลอย, - 7/16/2021 18:41:34,ติดต่อยากมาก ...แย่,neg,การบริการ
622,ไม่ประสง, - 7/16/2021 14:56:16,แย่มาก,neg,การบริการ
634,สุวีณา เภาพาน, - 7/16/2021 0:15:46,สางของจากขอนแก่นวันที่13กค.ในระบบแจ้งว่าถึงวังน้อยวันที่14ก.ค.เวลา16.00น.ถึงวันนี้วันที่16ก.ค.เวลา00.14น.พัสดุยังอยู่ที่เดิม แบบนี้ก็มี ช้าที่สุด คงใช้บริการเป็นครั้งสุดท้าย,neg,การบริการ
637,ชาญณรงค์, - 7/15/2021 19:59:10,ส่งของไปตั้งแต่วันจันทร์ จากนครศรีธรรมราช ไป กรุงเทพ จนวันนี้ วันพฤหัส ของไม่ถึงเลยครับ คงไม่ใช้บริการอีกแล้ว,neg,การบริการ
653,อัจฉรีย์, - 7/15/2021 12:54:16,call center ไม่ได้ช่วยอะไรเลย บอกจะเช็คให้แล้ววางสายไปเฉยๆ ไม่มีแจ้งอะไรกลับมา ระบบติดตามของในแอพก็ไม่อัพเดท แย่มาก,neg,การบริการ
658,แมน, - 7/15/2021 11:15:50,ช้า โทรตืดต่อพนักงานไม่ได้,neg,การบริการ
63,Ta, - 5/17/2022 11:59:35,แย่มากๆๆๆ ขนส่งช้ามาก รอรับของเป็น2 อาทิตย์ บริการแย่ คงใช้บริการแค่ครั้งเดี๋ยวพอ สิ้นค้าผลไม้เน่าเสียหายหมด แย่ๆๆๆๆๆๆสุดจะทน,neg,ความปลอดภัยสินค้า
81,ไพบูลย์ บุษบงค์, - 3/3/2022 16:24:50,ชมแทบไม่มีเลยเอาของมาส่งก็ไม่โทรบอก ไม่มีคนอยู่บ้านก็ดันเอาวางใว้ที่พื้นหน้าประตู ดีไม่มีใครสวมรอยเอาไปแล้วจะทำยังไง แย่มากๆๆๆๆ,neg,ความปลอดภัยสินค้า
85,พัดธิชา  ทองย้อย, - 2/4/2022 11:15:19,พัสดุได้รับความเสียหายแต่หาเบอร์ติดต่อปลายทางไม่ได้  ใช้บริการครั้งแรกประทับใจในการให้บริการของสาขาต้นทาง แต่ไม่ประทับใจสาขาปลายทางและไม่กล้าใช้บริการอีกเลย,neg,ความปลอดภัยสินค้า
97,   หทัย, - 12/26/2021 11:58:22,เอกสารมีร่องรอยเปิดเสียความรู้สึกจริงๆ,neg,ความปลอดภัยสินค้า
118,N, - 10/23/2021 9:25:00,ช้าาา  ของมาถึงตัวเมืองโคราชสองวันก็ยังไม่มาส่ง  ตีกลับไปคืนบ้าง โทรถามก็บอกคีย์ผิด  ของมาถุงก็ขาดด  ดีผ้าข้างในไม่เสียหาย  ห่วยยย  ที่ร้านค้าเค้านิยมส่งคือมันถูก แต่ลูกค้ามารับกรรมเองงง,neg,ความปลอดภัยสินค้า
197,พิมพ์พร , - 9/2/2021 17:51:25,ของแตก พังยับเยิน,neg,ความปลอดภัยสินค้า
214,จำเนียน, - 8/31/2021 16:58:48,ต้นทางส่งของมา2กล่อง แต่ได้รับ1กล่อง อีก1กล่องตอนนี้ยังไม่ได้รีบใช้มาก ทำไม2กล่องคุณจัดส่งไม่พร้อมกัน งงงงงงงง,neg,ความปลอดภัยสินค้า
221,จุฑามาศ, - 8/31/2021 13:11:52,คือมารับของที่บ้านแต่ดันบอกว่ากล่องแตกแถมของที่เราส่งหายได้อันอื่นมาแทนส่ง20/08/64ได้ของ24/08/64ปกติได้21/08/64แถมยังเปลียนชื่อคนส่งเป็นพนักงานเองด้วยคือโมโหมากของก็เปลี่ยนคือพนักงานรุ้แต่ให้เราตามเองทำงานแย่มากพึงเจอครั้งแรกปกติไปส่งที่รับพัสดุเอง,neg,ความปลอดภัยสินค้า
288,ออย, - 8/25/2021 12:30:02,ควรแยกของกินของใช้ เพราะของเสียหาย,neg,ความปลอดภัยสินค้า
374,อนันต์, - 8/14/2021 12:43:10,ส่งของครั้งแรก เสียหาย แตกหมดเลย,neg,ความปลอดภัยสินค้า
376,อับดุล ถามไรตอบได้, - 8/14/2021 7:55:03,เวลาของเสียหรือหาย ต้องรับผิดชอบทั้งหมด ไม่ว่าจะกรณีใดๆ บ้างครั้งก็โดนแกะ แต่เสื้อผ้าที่ผมสั่งราคาไม่แพง มันเลยไม่เอา,neg,ความปลอดภัยสินค้า
449,ภิญญดา  ภัคดีบาง, - 7/30/2021 7:39:21,ของส่งตั้งแต่17ปานนี้ยังไม่ถึงลูกค้าเลยค่ะของเสียหายหมดแล้วค่ะ14วันละค่ะบริษัทของคุณช่วยเร่งตามให้หน่อยนะค่ะเสียหายหมดแล้วจะรับผิดชอบยังใงค่ะช่วยเร่งให้ที่ค่ะลูกค้าด่ามาเยอะแล้วค่ะ,neg,ความปลอดภัยสินค้า
470,นายติ๊กแซ่บตั้ง, - 7/27/2021 10:52:08,เปลี่ยนกล่องเปลี่ยนสินค้าจากอะไหร่เครื่องกลึงน้ำหนัก12.5กกเป็นผัก5กกแล้วสินค้าผมอยู่ไหนติดต่อไครก็ไม่ได้ห่วยสุดๆ,neg,ความปลอดภัยสินค้า
565,สินค้าควรระมัดระวัง ไม่ใช่โยนของเสียหายหมด, - 7/20/2021 11:37:49,????แย่มากนะ ควรปรุงให้มาก เฉเพาะพนักงาน สินสภาพดี แต่ตอนถึงค้า บอกสภาพสินค้า เหมือนแย่งจากปากสุนัขเลย???? ส่งรอบเดียวแล้วก็ไม่ส่งอีกเลย แฟลชเน่า เคอรี่ดีที่สุดเพื่อนๆ,neg,ความปลอดภัยสินค้า
594,ต้นทาง, - 7/18/2021 9:40:48,ช้าๆผลไม้เน่าหมด ่,neg,ความปลอดภัยสินค้า
603,สุนุช คงขวัญ, - 7/17/2021 17:47:05,ส่งตั้งแต่14กค.จนถึงวันนี้17กค.ป่านนี้ยังไม่ถึงผู้รับขนมปังพี่เสียหายหมดแน่ทำไมส่งช้ามากๆใกล้นิดเดียวเองพี่ส่งจากต.ท้ายบ้านใหม่ สป.ไปเทพารักษ์เองใกล้ไปเลยนานเหรอคะของเสียหายใครจะรับผิดชอบ,neg,ความปลอดภัยสินค้า
631,นวรัตน์, - 7/16/2021 10:03:20,ได้รับสินค้าช้ามากเกือบอาทิตย์แล้วยังไม่ได้รับของเลยค่ะ และสินค้าที่สั่งเป็นเค้กกล้วยหอม คงเสียไปแล้วค่ะจะรับผิดชอบยังไงคะกับการขนส่งที่ล่าช้าแบบนี้,neg,ความปลอดภัยสินค้า
642,เสือ, - 7/15/2021 17:36:34,กล่องเสียหาย ยับยู่ยี่,neg,ความปลอดภัยสินค้า
651,จรูญ?รัตน์? บุญญา?นุ?รักษ์?, - 7/15/2021 13:19:35,ส่งของตั้งแต่ 12 ก.ค. 64 จนถึงวันนี้ 15 ก.ค. 64 เวลา 13.17 น. ยังไม่ได้รับของ.. ของเน่าเสียหาย..,neg,ความปลอดภัยสินค้า
661,เมย์, - 7/15/2021 11:01:49,เวลามาส่งของชอบโยนพัสดุทำให้พัสดุข้างในเสียหาย แล้วเวลามาส่งของไม่ชอบโทรแจ้งแล้วก็โยนพัสดุเข้ามาในบ้างเอง,neg,ความปลอดภัยสินค้า
680,มล, - 7/14/2021 17:58:42,ส่งช้ามากค่ะ ผลไม้เน่าเสียมา2 รอบแล้ว ทั้งๆที่เชคแล้วว่ามาถึงปลายทาง แต่ก็ไม่มาส่งสักที ไม่รู้รู้เป็นอะไร ปกติ วีนเดียวถึง ที่3 วันยังไม่มีวี่แวว ขนส่งแบบนี้ไม่มีการปรับปรุงเลย แย่มากๆ,neg,ความปลอดภัยสินค้า
683,บักหำ, - 7/14/2021 15:32:02,แย่มากกล่องถูกทับผลไม้เสียหาย ลำปาง-กรุงเทพฯ 3 วันนานเกินไป,neg,ความปลอดภัยสินค้า
689,คนที่มึงไม่ใส่ใจ, - 7/14/2021 12:35:34,แย่มาก ส่งขนมไป7กล่อง พนักงานส่งเกะแดกทุกกล่อง 1กล่องมี4ชิ้น แดกอย่างละ1ชิ้นทุกกล่อง โทรหาศุนย์ก็ไม่มีความรับผิดชอบเหี้ยอะไรเลย บริการเหี้ยมาก ต่อไปนี้จะไม่ใช้บริการอีกต่อไปเลิกใช้ถาวร,neg,ความปลอดภัยสินค้า
694,อนัญญา, - 7/14/2021 8:56:06,ส่งของตั้งแต่วันที่ 2 /07/64 จนวันนี้ 14/07/64 ผ่านมา 12 วันแล้ว ยังไม่ได้รับของ โทรติดตาม ก็แจ้งว่าพัสดุตกหล่น จะตามให้ จะติดต่อกลับ จนวันนี้ก็ยังไม่มีใครติดต่อกลับ โทรไปก็ไม่มีคนรับสาย  ของที่ส่งคือ ต้นไม้ ป่านนี้คงตายไปแล้ว  จะรับผิดชอบยังไงค่ะ รอเจ้าหน้าที่ติดต่อกลับ ตั้งแต่ วันที่ 6 จนตอนนี้ยังไม่ได้รับการติดต่อ แย่มากๆเลยค่ะ ถ้ามีคะแนน 0 ก็จะให้ 0 บริการหลังการขายไม่มีการติดตามเลย ทั้งๆที่ ใช้บริการกันมาตลอด,neg,ความปลอดภัยสินค้า
701,-, - 7/13/2021 18:34:22,ส่งของช้ามาก ไหนบอกเป็นขนส่งที่เร็วและได้รับมาตรฐาน กล่องสินค้าที่ได้รับมาคือสภาพแย่มาก พัง บุบ ทุกสิ่ง จะมาส่งของไม่โทรมาบอก แถมยังส่งผิดที่อีก,neg,ความปลอดภัยสินค้า
731,897046705, - 7/8/2021 15:03:11,แย่มากค่ะบอกที่อยู่นึงส่งที่อยู่นึงค้นหาสินค้าไม่เคยพบ ไม่โทรหาลูกค้าก่อนรับของอีกเสียความรู้สึกมาก,neg,ความปลอดภัยสินค้า
30,ทัศน์พล, - 7/6/2022 13:33:09,พนักงานใหม่หรือเก่าสมควรโทรบอกลูกค้าด้วยครับiชิบหายของมาถึงไม่โทรบอกเลยเอามาว่างไว้เชยๆดื้อๆถ้าหายมสใครรับผิดชอบของผมครับถ้ามันหายขึ้นมาจิงๆ ผมฝากไปบอกไอ่พนักงานคนส่งของสาขาที่หนองแคด้วยครับโทรสับมึงตังหรอครับ.#ไอ่หน้าหมี #อย่าให้มีรอบที่2นะคับถ้ามีกูจะเข้าไปที่สาขาที่หนองแคเองเลยชิบหาย,neg,พนักงาน
31,แย่มาก, - 7/4/2022 16:21:46,พนักงาน?โคตรแย่เลย แทนที่จะเอามาส่งให้ดีๆแต่ให้ขับรถออกไปเอาอย่างไกลคือไรวะ? ชื่อพนักงานทักศิณากรณ์  โพธิ์สระคู,neg,พนักงาน
32,Woraphong?, - 7/4/2022 16:18:02,พนักงาน?โคตรแย่เลยแทนที่จะเอามาส่งให้? แต่ให้ออกไปรับเองคือไร?,neg,พนักงาน
34,แย่ มาก, - 7/2/2022 12:49:03,สาขาไชยา รหัสพนง.83097 เอกรินรท์ ทิพย์มณี ส่งของไม่ถึงเจ้าของจนตอนนี้ไม่รู้ของอยู่ไหนแย่มากโทรไปก็ไม่รับ,neg,พนักงาน
39,สิริกร, - 6/28/2022 17:30:35,พนักงานส่งของFlash Express แฟลช.สาขาน่านศูนย์ย่อยอ.เมืองน่าน จ.น่าน สายขนส่งสิ้นค้าต.ผาสิงห์  โคตรนิสัยสันดานเหี้ยมาก.ให้บริการไม่ดีไม่สุภาพเราสั่งของมาแล้วรอนานๆๆเป็นครึ่งเดือนไม่มา..พอเราไม่อยู่เสือกสิ้นค้าที่เราสั่งมา..เราเลยขอเลื่อนรับสินค้าพอถึงกำหนดเรามีธุระด่วนไม่อยู่อีกเราก็เลยบอกให้ตีสิ้นค้ากลับ..เพราะเรารอๆๆก็นานๆๆ..พนักงานขนส่งสินค้ากลับมาด่าเรา...มันไม่สมควรเป็นอย่างที่จะให้พนักคนนี้อยู่ทำงานให้บริการอย่างนี้อีกเพราะจะทำให้บริษัทเสียหายหรือถ้ายังพนักงานให้บริการเป็นแบบนี้แสดงสันดานนิสัยเหี้ยๆๆ,neg,พนักงาน
45,พนา, - 6/18/2022 10:18:34,"ผมโทรไปสอบถามพัสดุกับพนักงานในสาขา อ.จอมทองผมคุยสอบถามกับพนักงานยังไม่จบพนักงานก็วางสายโทรไปเฉยๆเลย (พนักงานคนนี้ให้บริการแย่มากครับ)
(แย่ทั้งการใช้น้ำเสียง แล้วพนักงานก็ยังคุยกับเพื่อนด้วยระหว่างการสนทนาในสายกับผม",neg,พนักงาน
60,Nattakritta , - 5/26/2022 11:47:42,ส่งช้ามากค่ะ พนักงานพูดจาไม่ได้เรื่อง โทรมาขอเลื่อนวันส่ง อ้างว่ารถเต็มทุกรอบ ไม่มีความรับผิดชอบ ห่วยมากค่ะ จ่ายค่าส่งนะคะ ไม่ใช่ขอทานให้ส่งฟรีให้,neg,พนักงาน
73,เม, - 4/19/2022 23:03:05,รับเงินเกินก็ไม่เเจ้งลูกค้าแย่มาก,neg,พนักงาน
84,Pat, - 2/8/2022 17:24:22,ขับเลยบ้าน พออธิบายเส้นทางให้ ก็มาหงุดหงิดใส่ พอเจอทำกริยาแย่มาก ไม่ใช่รถแฟลชโดยตรง น่าจะเป็นซัพฯ,neg,พนักงาน
86,กรกณก, - 1/28/2022 22:49:09,ทางร้านบอกเปลี่ยนเบอร์เเล้ว เเต่ทางเเฟรชคีเบอร์ผิด เเถมส่งผิดบ้าน ของก็ไม่ได้ เสียดายเงิน.,neg,พนักงาน
88,เสก, - 1/22/2022 17:49:51,ส่งของผิดบ้านบ่อยมากไม่มีการโทรหาผู้รับก่อนส่งเซ็นต์ชื่อรับของเองตัวผู้รับไม่รู้เรื่อง พอเช็คพัสดุถึงรู้ว่าส่งให้บ้านอื่นเรียบร้อยแล้ว. ทำงานกันห่วยมาก,neg,พนักงาน
101,Jubujubu, - 12/18/2021 10:33:50,โทรมาให้มาเอาของ ผมอยุ่ที่ทำงาน  บอกให้เอาที่หอ ผมขับรถไปหาก็ดันไปส่งของที่อื่น ไม่โทรมาบอก ปล่อยให้รอ แย่มาก หลายรอบล่ะ  พนักงานคนนี้ 0971938768 ตรวจสอบให้ด้วย บริการแย่มาก,neg,พนักงาน
103,Tor, - 12/13/2021 9:02:12,0957805839 ช่วยติเตือนพนักงานเบอร์นี้ด้วยพูดจาแย่มากพูดจายียวนจะไม่รับของอีกต่อไปจากขนส่งนี้ครั้งสุดท้ายเพราะพนักงานแย่มาก,neg,พนักงาน
104,Tor, - 12/13/2021 8:59:26,พนักงานพูดจาแย่มากไม่ไช่ครั้งแรกหลายรอบแล้วไม่อยากจะรับของเลยด้วยซ้ำโทรมาพูดจากระโชกเสียงด่ารอบข้างลั่นสายคุยไม่รู้เรื่อง,neg,พนักงาน
115,นพเก้า, - 11/3/2021 17:32:01,ผู้ส่งไม่โทรมาหาแถมเอาของของเราไปทิ้งข้างทาง ควรมีมารยาทกว่านี้นะคะ หมู่8ต.ลำเพียก อ.ครบุรี จ.นครราชสีมา 30250,neg,พนักงาน
116,Stupid, - 10/31/2021 15:09:28,คนส่งของเข้าใจนะว่าเป็นพวกด้อยโอกาศทางการศึกษาแต่ไม่คิดว่าแค่การมาส่งของให้ถูกบ้านตรงตามเวลามันจะเป็นเรื่องยากขนาดนี้ ตรงๆคือโง่,neg,พนักงาน
123,นาง, - 10/11/2021 14:26:55,พนักงานส่งของไม่สุภาพค่ะถ้าไม่โทรถามจะรู้ไหมค่ะว่าของจะได้เมื่อไหร่เพราะคนฝากเค้าจะต้องไปธุระ พอมาส่งเสร็จก็โวยวาย,neg,พนักงาน
132,จารุวรรณ  กำเหนิดผล, - 9/18/2021 22:20:38,พนักงานยังไม่มาส่งของไม่โทร มา  แต่กลับ เปลี่ยนสถานะว่าลูกค้าปฎิเสธรับของ  อยากทราบพนักมึงมาส่งตอนไหน  สาขาเขารูปช้าง  วันนี้ยุบ้านรอรับของทั้งวัน,neg,พนักงาน
136,gto, - 9/16/2021 14:55:50,ไม่มีเบอร์โทรติดต่อแฟลชสาขาแม่สะเรียงเช็คเลขพัสดุของมาถึงสองวันละแต่ไม่ติดต่อลูกค้าและมาส่งของช้า,neg,พนักงาน
148,ไม่ค่อยพอใจ, - 9/8/2021 10:00:42,พนักงานส่งไม่มีความรับผิดชอบ,neg,พนักงาน
189,จิรายุ, - 9/3/2021 6:20:25,พนักงานไม่รอบคอบเท่าไหร่,neg,พนักงาน
251,กาญจนภรณ์  แสงทองคำ, - 8/28/2021 11:10:27,ส่งสินค้าไม่โทรแจ้ง,neg,พนักงาน
264,จันทร์ฉาย จันทะลือ, - 8/27/2021 14:20:24,ตีพัสดุคืน ด้วยเหตุผลอะไรไม่โทรแจ้ง แบบนี้ขึ้นอยู่กับตัวพนักงานที่รับผิดชอบหรือเปล่า  คน ๆ เดียวทำเสียองค์กร ทุกวันนี้บริษัทแบบนี้คู่แข่งเยอะ ลูกค้ามีทางเลือก ไม่ใช่ตลาดผูกขาดเหมือนตอนไปรษณีย์ไทย,neg,พนักงาน
279,พรรัตน์ ประเสริฐธรรม, - 8/26/2021 3:49:44,ควรปรับปรุงนิสัยคนส่งของค่ะที่ผ๋านมาแย่มาก ติดต่อมาสอบถามได้ค่ะ,neg,พนักงาน
298,นี, - 8/24/2021 18:33:39,พนักงานส่งของบางคนสาขาเชียงของพุดจาไม่เพราะทำกิริยาไม่ค่อยดีต่อลุกค้าค่ะ โทรมาพุดแบบอารมเสียด้วย ขอปรับปรุงเรื่องนี้ค่ะไม่ชอบเลย,neg,พนักงาน
329,อภิสิทธิ์, - 8/20/2021 14:03:36,พนักงานไม่ทำงานหรอคับไม่มาส่งสินค้าง่าย,neg,พนักงาน
331,คนไทยที่ใช้บริการ, - 8/20/2021 9:05:40,ส่งช้าพนักงานไม่ค่อยมีมารยาท,neg,พนักงาน
