Column1,Customer Name,Date,Reviews,คอลัมน์1,หัวข้อ
67,แย่ๆๆๆๆ, - 5/18/2022 10:23:30,"ขส่งของแย่มากๆ  ของถึง 16  บอกว่าโทรมา 18.03  แต่ไม่มีการโทรเข้าเลย    ไม่ได้โทร โกหก
วันที่ 17  เราตาม  ปิดสายที่ศูนย์ ไม่รับไม่ส่ง 
เช็คของ บอกว่า โทร 12.07 น  แต่สายไม่มีเข้า
วันนี้  18  เราโทรตามอีก  ไม่รับ ปิดสาย ทุเรียนน่าจะเน่าไปแล้ว  หรือไม่ก้อเอาไปกินเอง
แย่มากๆๆๆๆๆ",neg,การบริการ
87,ช้า, - 4/21/2022 19:37:59,คนอื่นพูดแทนผมไปหมดแล้ว ให้ดาวเดียวยังมากไปด้วยซ้ำ ควรมีระดับความพึงพอใจแบบติดลบนะครับ มีน่าให้คนส่งพลาดมาใช้บริการของค่ายนี้เลย,neg,การบริการ
88,phitchayada, - 4/21/2022 10:54:58,ช่วงหลังๆ บริการช้าลงมาก ของถึงปลายทางช้า..ควรปรับปรุง  ก่อนนี้ดีกว่านี้เยอะไม่ทราบเพราะอะไร องค์กรควรปรับปรุงระบบให้ดีกว่านี้..สินค้าบางอย่างจะเสียหายได้ ถ้าขนส่งล่าช้าเกินไป..ซึ่งปกติไม้ควรเกิน 2-3 วันเท่า ภายในประเทศ....,neg,การบริการ
96,สมิลตรา  โฮ้งวิชัย, - 4/12/2022 11:25:04,บนิการแย่มาก  ของไม่ส่งในแอปต้องส่งวันที่ 6 นี่มัน วันที่ 12 ละ   โทรตามของ 1217  3 รอบบอกจะส่งไม่ส่งไม่ติดต่อเงียบหาย  สาขาไหนจะไปรับเองก็ไม่บอก ขอเบอร์สาขาพนักงาน ก็ไม่ให้ทุเรศห่วยแตก  จ่ายตังค์ซื้อของ  แต่  ไม่ส่ง ถ้าเป็น?เก็บปลายทางรีบกระดิกหางเชียวโมโหสุดๆ,neg,การบริการ
104,ชลม์ฤดี, - 4/10/2022 11:24:17,ห่วยแตกมากช้ามาก,neg,การบริการ
132,กรรณิกา พ่วงรักษ์, - 3/31/2022 7:22:04,ไม่มีการติดต่อมาเลยสักครั้งเดียวของบอกว่าจะส่งภายใน30/3/65ก้อยังไม่ได้เลย ทำงานมั่วมากค่ะ,neg,การบริการ
134,บัญชา, - 3/29/2022 12:52:25,"ควรจะมีเบอร์โทรพนักงานขนส่งให้รอตั้งแต่เช้านี่จะบ่ายละถ้าไม่ใช่ของจำเป็นใช้ด่วนคงไม่ส่งของเอกชนหรอก
#ห่วยแตก",neg,การบริการ
148,นิวส์, - 3/15/2022 14:22:09,แจ้งมาตั้งแต่11.30น. รอจนถึง14.30น. ยังไม่ได้รับพัสดุเลยปรับปรุงด้วยนะเรื่องบริการโทรหา1217ก็ไม่มีใครรับสายเลยแย่ต่อไปสั่งของต้องถามละว่าสั่งกับ บ. ไหน,neg,การบริการ
172,อาทิตย์, - 2/22/2022 17:45:18,จัดส่งล่าช้าเกินไป? พอสอบถามข้อมูลไปก็เลื่อนเวลารับของออกไปเรื่อยๆ? ตรวจสอบแล้วของอยู่ที่คลังยังไม่มีการจัดส่งแบบนี้ก็ได้เหรอ? ต้องให้ของเน่าก่อนถึงจะมาส่ง? ถ้ายังเป็นแบบนี้อยู่คงไม่มีใครไหมกับเคอร์รี่นะ? ไม่รู้เขตอื่นเป็นไหมแต่ที่บางพลีใหญ่ห่วยแตกมาก,neg,การบริการ
198,นยา ฝ่ายวงค์ , - 2/4/2022 13:00:58,"ติดต่ออะไรก็ไม่ได้ ถ้าเลือกขนส่งเองได้ไม่ใช้แน่นอนเคอรี่
สั่งของลาซาด้าป่านนี้ยังไม่ได้รับอีกห่วยมาก",neg,การบริการ
204,สทศิริ, - 1/25/2022 8:32:56,ไม่ประทับใจค่อไปไม่แนะนำให้เพื่อนๆส่งที่นี้แล้วสินค้าส่งมาตั้งแต่21/1/65จนปานนี้25นังไม่ได้รับสินค้าเลยแต่กลับแจ้งบริษัทว่าคิดต่อลูกค้าไม่ได้ทั้งๆที่ไม่มีการโทร,neg,การบริการ
215,กาก, - 1/12/2022 16:55:10,โคตกกาก,neg,การบริการ
230,ปลายทาง, - 12/29/2021 16:01:04,ไม่มีโทรมาแถบติดต่อไม่ได้ ของต้องส่งตั้งแต่25 บอกไม่มีคนรับอยู่ปลายทาง คืออะไร งงเรยคับ แบบนี้ วันนี้29แร้วก่อยังไม่มีติดต่อมา ห่วยมาก เคอร์รี่ คใครมรเบอร์โทรติดต่อผมหน่อยคับ,neg,การบริการ
231,ดาว, - 12/29/2021 14:57:15,"โทรหานัดโทรหานัดแนะคุยกับคนขับอย่างดีไปเอาที่ศูนย์แล้วไม่ได้ของก็อุตส่าห์มารอหน้าปากทางบ้านนัดกันอย่างดีรออยู่ประมาณครึ่งชั่วโมงกว่าไม่ออกมาแล้วจะนัดทำไม
ต่ต่อไปไม่ต้องเอามาส่งอีกจะไปเอาเองที่ศูนย์แค่โทรมาบอกว่าของมาก็พอมีแต่ปัญหา",neg,การบริการ
232,ดาว, - 12/29/2021 14:17:43,ห่วยยยย,neg,การบริการ
234,เต้ย, - 12/27/2021 17:57:36,แย่มากๆพนักงาน ไม่ยอมส่งของให้ลูกค้าตั้งแต่วันที่ 25 บอกไม่สามารถติดต่อลูกค้า ได้ โทรประสานงานก็ไม่ตามของให้ลูกค้าแย่สุดๆ,neg,การบริการ
273,สมนึก ชูเกื้อ, - 11/21/2021 10:19:04,ติดต่อไม่ได้หรือยังไม่ได้ติดต่อแล้วบอกว่าติดต่อไม่ได้ปรับปรุงด้วย,neg,การบริการ
285,ฮอล, - 11/13/2021 10:53:08,ห่วย ช้า แถมยังมาขึ้นสถานะว่าติดต่อผุ้รับไม่ได้อีก ทั้งๆที่ไม่ได้ติดต่อใดๆเลย ค,neg,การบริการ
325,.., - 9/10/2021 12:45:51,ช้า มาก ห่วยแตก ไม่มาส่งของสักที,neg,การบริการ
327,นิภา มลิจักร์, - 9/10/2021 12:03:25,ยังไม่ได้รับของแต่ขึ้นส่งแล้ว ห่วย,neg,การบริการ
341,นันทนา อุประ, - 9/7/2021 18:00:53,การติดต่อค่อยข้างยาก,neg,การบริการ
349,คุณโสภิญญา พิมล, - 9/7/2021 13:14:40,ส่งพัสดุเมื่อวันที่ 2 ก.ย. 8 ชิ้น ไปบางพลี สมุทราปราการ ถึง 5 ชิ้น อีก 3 ชิ้น ค้างส่งจนถึงวันนี้ ควรปรับปรุ่งระบบการจัดการได้แล้วค่ะ,neg,การบริการ
352,นายสตพร สินเภตรา, - 9/7/2021 10:14:27,ขอให้ดำเนินการส่งพัสดุระมัดระวังมากขึ้น,neg,การบริการ
404,น้ำฝน สอนเคน, - 9/4/2021 7:34:59,ติดตามพัสดุยากมาก หาเบอร์ติดต่อยาก ส่งของช้า พนักงานไม่ช่วยเหลือในการประสานงานถามเบอร์คลังสินค้าบอกไม่มีสรุปตอนนี้ก็ยังไม่ได้รับสินค้ารอมา 5-6 วันแล้ว,neg,การบริการ
410,คุณหมี่, - 9/3/2021 19:06:41,"ระบบงานด้อยคุณภาพ ไม่มีมาตรฐาน ขาดระบบจัดการที่ดี ล่าช้าเกินแบบไม่มีสาเหตุ ส่งไม่ตรงกำหนดแต่กลับขึ้นระบบว่าลูกค้าเลื่อนรับ,ติดต่อไม่ได้ ทั้งที่ไม่มีใครติดต่อมา ถือเป็นการบิดเบือนข้อเท็จจริงอย่างจงใจ ไร้ความรับผิดชอบที่สุด..",neg,การบริการ
434,ภวัต, - 9/2/2021 13:59:18,ไมได้เรื่อง,neg,การบริการ
478,วิราศิณี กระแจะจันทร์, - 8/30/2021 20:10:14,เชคเลขพัสดุไม่ได้ส่งของก็ช้า,neg,การบริการ
539,ทิพยาภรณ์, - 8/27/2021 13:20:57,ช้า หาย ปลอมลายเซ็นต์,neg,การบริการ
553,ลูกค้า, - 8/26/2021 16:52:29,ติดต่อยากมากๆ,neg,การบริการ
569,ธนายุทธ, - 8/25/2021 12:51:33,บริการแย่,neg,การบริการ
607,ตู่สามหำ, - 8/23/2021 13:53:08,"กาก
วันมั่วไปหมด",neg,การบริการ
623,Mawin , - 8/22/2021 21:40:07,ไม่สามารถติดต่อได้เลยแม้แต่ช่องทางเดียว,neg,การบริการ
668,กมลรัตน์ ศรเกษตรินทร์, - 8/20/2021 19:27:12,น่าเบื่อมากไร้ประสิทธิภาพ ไม่ดูแลลูกค้า ปัญญาอ่อนขิงมาตั้งนาน ยังมาส่งไม่ได้,neg,การบริการ
686,่รรอดดถัั, - 8/20/2021 10:43:58,กาก,neg,การบริการ
695,วิลาสิณี อุคำ, - 8/19/2021 23:36:43,ไม่มี,neg,การบริการ
704,บ๋อม, - 8/19/2021 15:18:16,ห่วย,neg,การบริการ
722,นาง ก, - 8/18/2021 15:52:21,การบริการห่วยมาก เจ้าหน้าที่ก็ไม่มีความรับผิดชอบ ตอบคำถามไม่ได้ ไม่รับโทรศัพท์ลูกค้า ตัดสายทิ้ง,neg,การบริการ
727,จันทร์จิรา, - 8/18/2021 15:22:25,ยังไม่ได้รับเอกสารที่ส่ง เอกสารสำคัญ การเบิกจ่ายเงินของคนครึ่งประเทศ พวกคุณ บริการห่วยมากติดต่อไม่ได้ แบบนี้ฟ้องบริษัทดีไหม เพราะทำอะไรไม่ได้เลย แบบนี้ทางเคอรี่จะจ่ายค่าแรงของคนครึ่งประเทศให้ไหม,neg,การบริการ
730,สุนทรี, - 8/18/2021 14:02:05,ติดต่อยากมาก จะติดตามพัสดุก็โทรไม่ติด 1217 โทรมา 2 วันแระ,neg,การบริการ
731,พนมพร, - 8/18/2021 13:22:07,ไม่มีการติดต่อลูกค้าเรื่องการส่งล่าช้า บริการแย่มาก,neg,การบริการ
741,สุภาวดี, - 8/18/2021 9:59:41,ไหนบอกเคอรี่ส่งของเร็ว ทันใจ เอาของลูกค้าไปไว้ไหน กำหนดส่งตั้งวันที่ 11 ส.ค. 64 ปานนี้ยังไม่ได้รับของ โทรเข้าศูนย์เคอรี่ก็ไม่รับสาย จะให้ลูกค้าทำยังไง,neg,การบริการ
751,พรรธน์ณัฐชยา มะณีวงค์, - 8/17/2021 20:01:15,ไม่เท่าไร,neg,การบริการ
755,ไม่บอกค่ะ, - 8/17/2021 17:05:32,แย่มาก,neg,การบริการ
762,พรพรรณ มังคุด, - 8/17/2021 13:06:38,โทรไปไม่มีคนรับสายเลย ติดต่อยากมาก,neg,การบริการ
764,ดุ่ย, - 8/17/2021 12:22:05,แย่มากก,neg,การบริการ
765,สมเกียรติ , - 8/17/2021 12:18:30,ขอทรายสาเหตุสายหน่อย ว่าทำไม ไม่เข้ามาส่งพัสดุ และทำไมไม่โทรแจ้งหรอครับ,neg,การบริการ
766,คน, - 8/17/2021 12:09:13,แย่มาก,neg,การบริการ
772,ภาวิณี, - 8/17/2021 10:06:12,"โทรหา Call Center วันนี้ 30 สายแล้วไม่มีคนรับ
พัสดุก็ยังไม่ได้รับติดต่อเจ้าหน้าที่ก็ไม่ได้",neg,การบริการ
773,ธันว์วดี, - 8/17/2021 10:05:21,โคตรแย่อ่ะ ติดต่อยากมาก เปิดขนส่งเผื่ออะไรขิงค้างเป็น 2อาทิตย์ ทุเรศ,neg,การบริการ
788,แก้ว, - 8/16/2021 19:33:15,ห่วย,neg,การบริการ
792,ไอติม, - 8/16/2021 17:18:14,ขนส่งเคอรี่แถวบ้านคือแย่มาก (อ.ปากคาด จ.บึงกาฬ) พูดจาก็ไม่ดี ช่วยอบรมหน่อยนะคะ พูดแล้วโมโหมาก เทียบกับบริการจากขนส่งอื่นไม่ได้เลย อันนี้อยากแนะนำจริงๆ มันเสียความรู้สึก เสียตังไปแล้วด้วย ????,neg,การบริการ
817,AJ, - 8/16/2021 10:27:43,ห่วยแตก,neg,การบริการ
818,AJ, - 8/16/2021 10:26:58,บริการห่วย สินค้าแจ้งส่ง 13 ส.ค. วันที่ 16 ส.ค. ยังไม่มา ไม่มีการติดต่อ โทร.เข้า Call Center หลายครั้งเข้าระบบอัตโนมัติ ไม่รับสาย ตัดสาย รอจนท้อ จำจนตาย Kerry,neg,การบริการ
849,สุขตา เเสนโกศิก, - 8/15/2021 9:25:43,ควรปรับปรุงมาก ทำสินค้าสูญหายบ้าง ส่งเกินกำหนดนานมากบางครั้ง,neg,การบริการ
877,วชริะ, - 8/14/2021 12:36:48,บริการโครตห่วยเลย เลยกำหนดเวลาส่งสินค้าให้ผู้รับ ก็ไม่มีติดต่ออะไรเข้ามาเลย,neg,การบริการ
888,พ, - 8/14/2021 9:33:41,แย่,neg,การบริการ
896,ภิรินทร์วราภรณ์  เจียมศักดิ์, - 8/13/2021 21:59:10,บริการแย่มาก...ส่งพัสดุไป 2 กล่องส่งให้ผุู้รับกล่องดียว ยังไม่รู้เลยว่าอีกกล่องอยู่ไหน,neg,การบริการ
909,เกสรา, - 8/13/2021 16:10:30,ไม่มีพนักงานโทรหา / สินค้าส่งล่าช้า / ติดต่อ 1217 ยากมาก โทรแล้วสายตัด ติดต่อเจ้าหน้าที่ไม่ได้  ไม่ประทับใจค่ะ,neg,การบริการ
916,Mumanow, - 8/13/2021 14:40:26,ติดต่อไม่ได้เลย,neg,การบริการ
917,สมศักดิ์, - 8/13/2021 14:31:36,แย่มากอยู่แสมดำส่งไปบางค้อส่งกลับแสมดำอยู่2วันกทม,neg,การบริการ
919,พิมชนก, - 8/13/2021 13:24:21,ตอนนี้ของแย่มากช้า,neg,การบริการ
977,wannajan, - 8/11/2021 17:21:38,โทรไม่ติด ติดต่อยาก ส่งช้า,neg,การบริการ
978,วรินทร, - 8/11/2021 17:09:16,ไม่มี,neg,การบริการ
985,เกตุแก้ว สกุณา, - 8/11/2021 13:12:56,ส่งของ29/7/21 ตาม3รอบบอกจะติดต่อกลับไม่มีเลย,neg,การบริการ
998,กาญจนา, - 8/11/2021 10:29:10,"สาขาหน้าหมู่บ้านศิริธร21 บริการไม่ดี
ฉันเดินเข้าไปจะส่งทุเรียน พนักงานบอกไม่รับผลไม้ฉันก็ไม่ได้ว่าอะไรกำลังเดินออกมา 
พนักงานได้พูดขึ้นว่าส่งได้ค่ะแต่พัสดุจะน่าเสีย 
ฉันก็เริ่มโมโหเป็นคุณจะส่งไหมค่ะพูดมาแบบนี้จะรู้สึกยังไงค่ะ
อยากให้มีการอบรมพนักงานหน่อยค่ะ เฉพาะสาขานี้ผู้หญิงอยู่หน้าเคาน์เตอร์ค่ะ",neg,การบริการ
1026,อรพรรณ, - 8/10/2021 11:38:45,ติดต่อยากมาก,neg,การบริการ
1037,วัน, - 8/9/2021 15:58:31,ควรปรับปรุ่ง,neg,การบริการ
1045,Ying, - 8/9/2021 12:45:52,ส่งของไป2ลังทำไมได้ลังเดียว ที่ตัดสินใจส่งบริษัทนี้พอเมื่อก่อนส่งเร็วมากบริการดี แต่ตอนนี้บริการแย่มากได้ของไม่ครบ แย่จริงๆ,neg,การบริการ
1060,Bow, - 8/6/2021 21:39:40,แย่มาก,neg,การบริการ
1069,มังคุด, - 8/6/2021 15:47:12,มังคุดระนอง ส่ง2 กำหนดส่ง4 วันนี้6ส.ค. เงียบ ติดต่อไม่ได้สักทาง ไม่รับสายตัดสายทิ้ง    แย่มากๆ ปรับปรุงบริการบ้าง คนขาย คนรับ ช่วยกันตามแต่ติดต่อไร ไม่ได้เลย,neg,การบริการ
1076,Thanaboon, - 8/6/2021 12:17:38,ขาดความใส่ใจในข้อมูลลูกค้า,neg,การบริการ
1093,บีม, - 8/5/2021 14:37:25,แย่,neg,การบริการ
1117,ศศิวิมล สืบสอน, - 8/4/2021 15:26:12,ไม่มี,neg,การบริการ
1155,K, - 8/2/2021 18:32:34,แย่มาก,neg,การบริการ
1156,ชมพู่, - 8/2/2021 18:07:54,1. ช้า วุ่นวาย กะของคนอื่น เวลาเจอข่าวว่าโดนเจาะของก็มีแต่บริษัทเดียว ค่าส่งแพง พนักงานนินทาลูกค้า พักผ่อนค่ะ ก่อนจะเจ๋ง,neg,การบริการ
1178,สวย, - 8/1/2021 15:33:39,ไม่ดี,neg,การบริการ
1179,Ni, - 8/1/2021 14:20:48,ติดต่อยากมาก,neg,การบริการ
1203,bo, - 7/31/2021 14:54:48,ช้า ไม่เป็นระบบ ไม่มีความรับผิดชอบ ทำลายความเชื่อมั่นในแบรนด์,neg,การบริการ
1210,เขมิกา สระทองเทียน, - 7/31/2021 12:38:09,จะถามว่าพัสดุอยู่สาขาไหนก็เช็คไม่ได้เบอร์ติดต่อก็มีแต่ฝากหมายเลขแต่ไม่มีใครโทรกลับมาซักทีแย่มาก,neg,การบริการ
1220,ศักดา เนื้อแก้ว, - 7/31/2021 0:44:38,การจัดส่งพัสดุไม่ได้เรื่อง,neg,การบริการ
1289,สุภัคสร, - 7/28/2021 13:43:36,บางอย่างโคตรช้า ของกินบ้างทีเน่าจนกินไม่ได้กว่าจะถึง ค่าส่งก็เสียแพง ควรปรับปรุง,neg,การบริการ
1299,pun, - 7/28/2021 7:40:35,ระบบควรปรับปรุง,neg,การบริการ
1313,ฤดีวัลย์, - 7/27/2021 19:21:19,Time line แจ้งสถานะกำลังจัดส่ง รอทั้งวันยังไม่ได้รับเลย จ่ายค่าส่งแพง สินค้าเสียหาย ควรปรับปรุงค่ะ,neg,การบริการ
1318,เอื้ออารี  ภู่ภัทรางค์, - 7/27/2021 17:48:16,ของมาถึงตั้งแต่ตี 5  รอทั้งวันก็ไม่มาส่ง  ช้ามาก เลยวันที่กำหนดอีก  ยังช้า บริการแย่ๆๆๆๆ ค่ะ,neg,การบริการ
1333,เอฟ., - 7/27/2021 10:20:46,ควรปรับ,neg,การบริการ
1341,ชวัลลักษณ์, - 7/26/2021 21:57:59,ส่งพัสดุโดยไม่โทรแจ้งผู้รับแต่เลือกจะฝากกับบุคคลอื่นแทนรอพัสดุไม่เคยตามแต่บริการแบบนี้แย่,neg,การบริการ
1347,K, - 7/26/2021 15:39:38,โทรติดต่อ Kerry ยากมาก,neg,การบริการ
1357,พิม โวอ่อนศรี, - 7/26/2021 11:40:53,ช้ามากติดต่อไม่ได้ โทรไปไม่รับกดวางตลอด,neg,การบริการ
1432,นางสาวศริวรรณบุญสม, - 7/22/2021 20:46:38,แย่มากของบอกจะได้รับวันที่22ตั่ง11โมงตอนนี้20.45ยังไม่ได้รับของโทรไปเช็กก็บอกปิดเงลาทำการละให้รอเพื่อนตั่ง11โมงของสำคัญด้วยไม่น่าไว้ใจเลย,neg,การบริการ
1442,เชอรี่, - 7/22/2021 15:07:03,ช้ามาก ส่งด่วนแจ้งว่าวันเดียวถึง ไม่จริง ราคาแพงอาจจะเป็นตัวแทนอีกที,neg,การบริการ
1503,กูเอง, - 7/17/2021 17:09:23,ห่วย ย้ายไปเล่นขายของเหอะ,neg,การบริการ
1530,อรณิชา, - 7/16/2021 15:54:56,บริการแย่มาก,neg,การบริการ
1695,สุไวด๊ะ, - 7/13/2021 14:37:49,บริการไม่ดี,neg,การบริการ
1715,ไม่ประสงค์ออกชื่อ, - 7/12/2021 19:05:47,ส่งช้า ค่าส่งแพง,neg,การบริการ
1718,พีช, - 7/12/2021 18:11:58,บางค้อ แย่มาก จัดส่งล่าช้าพัสดุเสียหาย แก้ตัวเก่งโยนความผิดให้ลูกค้าบอกเบอร์ไม่ถูกต้อง โทรกลับตัดสายทิ้ง,neg,การบริการ
1722,หมอตี๋, - 7/12/2021 15:39:21,การจัดส่งแย่มาก,neg,การบริการ
74,บุษ, - 5/8/2022 14:11:32,"ส่งผลไม้วันที่5นี่วันที่8ล่ะ เน่าพอดี รบกวนดูรายละเอียดให้รอบคอบด้วยก่อนจะบอกว่าผิดหมู่บ้านข้ามคืนของเสียหมด
#ระบุแล้วนะว่าผลไม้",neg,ความปลอดภัยพัสดุ
268,ไพลิน ไชยานุพงศ์, - 11/22/2021 9:31:24,ส่งพัสสุดเป็นเครื่องสำอางแบบน้ำจากเกาหลีเป็นขวดแก้วขนาด150mlสองขวด ราคา 1248 บ. พนักงานโยนมาจากบนรั้วทำให้ขวดแตกหมด หมายเลขสั่งซื้อ 455366085952941 หมายเลขพัสดุ KERCB 02010911638 เมื่อโทรไปบอกพนักงานที่มาส่งเค้าบอกให้แค็ปหน้าจอสั่งซื้อส่งมาที่เบอร์ 0840121084 ซึ่งมันทำไม่ได้เพราะระบบไม่รองรับการส่งภาพ จึงได้พิมพ์หมายเลขสั่งซื้อและหมายเลขส่งสินค้าไปพร้อมราคาสินค้า ตอนนี้ยังไม่ได้รับการติดต่อกลับ,neg,ความปลอดภัยพัสดุ
280,เอม, - 11/15/2021 14:56:56,ได้สินค้าไม่ครบค่ะครีมหายไป4กล่องน้าส่งสาขาบางคอแหมค่ะวันที่13/11/64เวลา15.19น.เสียความรู้สึกมากเป็นบริษัทที่ดีมากการจัดส่งในความคิดเพราะสินค้าไม่เคยหาย??..พอมาเจอรอบนี้ไปไม่ถูกจริงๆค่ะ,neg,ความปลอดภัยพัสดุ
435,ธนัช , - 9/2/2021 13:30:19,รู้สึกเสียใจอย่างมาก ที่ได้รับคำตอบว่าสินค้าที่ส่งมาให้ทางลูกค้าสูญหาย และไม่มีหน่วยงานไหนโทรมาแจ้งทางลูกค้าเลย  และการจัดส่งครั้งนี้เราได้ใช้วิธีจัดส่งภายในวัน ซึ่งไม่น่าจะเกิดการสูญได้ เพราะเราไม่ได้รับสินค้านานผิดปกติ แต่สิ่งที่ลูกค้าได้คือแค่ Kerry วัดคุณค่าของสินค้าแค่มูลค่า แต่ไม่มองถึงมูลค่าทางจิตใจของลูกค้าเลย การที่ลูกค้าใช้วิธีส่งภายในวันนั้นแปลว่าของมีความสำคัญครับ,neg,ความปลอดภัยพัสดุ
437,ธัญยธรณ์ ประมูลผล, - 9/2/2021 11:43:25,ติดต่อkerry ไม่ได้เลย มีโทรศัพท์ไว้ทำไม คนรับเดือดร้อนก็ติดต่อใครไม่ได้เลย เอกสารหาย,neg,ความปลอดภัยพัสดุ
678,ปุ๊ก, - 8/20/2021 12:42:07,ช่วงนี้ส่งล่าช้ามาก ของก้อเสียหาย แถมยังมีส่งไม่ครบอีก เฮ้ย,neg,ความปลอดภัยพัสดุ
696,สุมณฑา, - 8/19/2021 21:28:00,ของส่งช้า สินค้าเสียหายทั้งหมด,neg,ความปลอดภัยพัสดุ
729,นาฎฤดี, - 8/18/2021 14:11:58,ส่งนานมากๆๆๆๆๆ อีกกล่องถึงอีกกล่องหายไปเลยจ้าาา,neg,ความปลอดภัยพัสดุ
776,นาตยา, - 8/17/2021 9:49:53,เสียหายมากใครจะรับผิดชอบไม่ใช้จะเอาแต่เงินค่าขนส่งของเน่าไม่รับผิดชอบ,neg,ความปลอดภัยพัสดุ
780,จุฑาภรณ์, - 8/17/2021 8:01:21,การขนส่งล่าช้า,neg,ความปลอดภัยพัสดุ
798,วุธ, - 8/16/2021 15:29:25,ส่งตั้งแต่ 5 ส.ค  จนวันนี้ 16 ส.ค  หายสาปสูญ  หาไม่พบเลยคับ,neg,ความปลอดภัยพัสดุ
803,ณัฐกมล วิชาไพร, - 8/16/2021 13:55:01,ส่งของพร้อมกันมา3ของ มาถึง2 อีก1ตกค้างเป็นของสดด้วยกล่องนั้น ควรปรับปรุงมากๆค่ะ ของเสียหายหมด,neg,ความปลอดภัยพัสดุ
830,นายวันชัย วุฒิรักขจร, - 8/15/2021 20:17:42,เดี๋ยวนี่ส่งช้ามากสินค้าจำพวกผลไม้อาหารเสียหาย,neg,ความปลอดภัยพัสดุ
869,ศิริพร จันดก, - 8/14/2021 14:59:36,ผู้ขายส่งต้นไม้จากเชียงใหม่มาอุดรพร้อมกัน 2 กล่อง มาถึงแค่กล่องเดียว อีกกล่องเดินทางไปเที่ยวกรุงเทพ ตอนนี้เพิ่งย้อนกลับมาถึงขอนแก่น .. ต้นไม้พี่คงตายหมด,neg,ความปลอดภัยพัสดุ
903,Maw, - 8/13/2021 18:06:49,ของเสียหายเยอะ,neg,ความปลอดภัยพัสดุ
960,พัชรินทร์, - 8/12/2021 11:23:32,พัสดุพังเสียหายมาก เสียค่าส่งไปเป็นพัน แต่ส่งได้ห่วยแตกมาก,neg,ความปลอดภัยพัสดุ
1222,ชุติมา สงคราม, - 7/30/2021 22:19:59,จัดส่งพัสดุช้ามาก ทำให้ของเกิดความเสียหาย,neg,ความปลอดภัยพัสดุ
1438,นักฆ่าดำ, - 7/22/2021 16:09:56,สภาพที่มาแถบรับไม่ได้เลย,neg,ความปลอดภัยพัสดุ
1537,วรัทยา, - 7/16/2021 13:41:42,ของเสียหาย บางครั้งของหาย,neg,ความปลอดภัยพัสดุ
1637,รัตนาภรณ์ แจ้งสว่าง, - 7/15/2021 8:20:25,วางพัสดุให้ลูกค้า โดยการโยน ถ้าหากพัสดุนั้นแตกขึ้นมาคุณจะรับผิดชอบไหม,neg,ความปลอดภัยพัสดุ
